name,what have been runned,output
Epoch 1/20:  53%|████████▌       | 426/800 [10:40<15:45,  2.53s/it, loss=0.5979]
Epoch 1/20:  53%|████████▌       | 427/800 [10:40<19:21,  3.11s/it, loss=0.5979]
Epoch 1/20:  53%|████████▌       | 427/800 [10:41<19:21,  3.11s/it, loss=0.6481]
Epoch 1/20:  54%|████████▌       | 428/800 [10:41<14:57,  2.41s/it, loss=0.6481]
Epoch 1/20:  54%|████████▌       | 428/800 [10:44<14:57,  2.41s/it, loss=0.3732]
Epoch 1/20:  54%|████████▌       | 429/800 [10:44<16:28,  2.66s/it, loss=0.3732]
Epoch 1/20:  54%|████████▌       | 429/800 [10:45<16:28,  2.66s/it, loss=0.8208]
Epoch 1/20:  54%|████████▌       | 430/800 [10:45<12:45,  2.07s/it, loss=0.8208]
Epoch 1/20:  54%|████████▌       | 430/800 [10:48<12:45,  2.07s/it, loss=0.5778]
Epoch 1/20:  54%|████████▌       | 431/800 [10:48<14:19,  2.33s/it, loss=0.5778]
Epoch 1/20:  54%|████████▌       | 431/800 [10:49<14:19,  2.33s/it, loss=0.8765]
Epoch 1/20:  54%|████████▋       | 432/800 [10:49<11:15,  1.84s/it, loss=0.8765]
Epoch 1/20:  54%|████████▋       | 432/800 [10:52<11:15,  1.84s/it, loss=1.0204]
Epoch 1/20:  54%|████████▋       | 433/800 [10:52<13:03,  2.14s/it, loss=1.0204]
Epoch 1/20:  54%|████████▋       | 433/800 [10:52<13:03,  2.14s/it, loss=0.6972]
Epoch 1/20:  54%|████████▋       | 434/800 [10:52<10:21,  1.70s/it, loss=0.6972]
Epoch 1/20:  54%|████████▋       | 434/800 [10:56<10:21,  1.70s/it, loss=0.5287]
Epoch 1/20:  54%|████████▋       | 435/800 [10:56<13:41,  2.25s/it, loss=0.5287]
Epoch 1/20:  54%|████████▋       | 435/800 [10:56<13:41,  2.25s/it, loss=0.5812]
Epoch 1/20:  55%|████████▋       | 436/800 [10:56<10:47,  1.78s/it, loss=0.5812]
Epoch 1/20:  55%|████████▋       | 436/800 [10:59<10:47,  1.78s/it, loss=0.5369]
Epoch 1/20:  55%|████████▋       | 437/800 [10:59<12:03,  1.99s/it, loss=0.5369]
Epoch 1/20:  55%|████████▋       | 437/800 [11:00<12:03,  1.99s/it, loss=0.8071]
Epoch 1/20:  55%|████████▊       | 438/800 [11:00<09:40,  1.60s/it, loss=0.8071]
Epoch 1/20:  55%|████████▊       | 438/800 [11:03<09:40,  1.60s/it, loss=0.7852]
Epoch 1/20:  55%|████████▊       | 439/800 [11:03<13:00,  2.16s/it, loss=0.7852]
Epoch 1/20:  55%|████████▊       | 439/800 [11:04<13:00,  2.16s/it, loss=0.5373]
Epoch 1/20:  55%|████████▊       | 440/800 [11:04<10:24,  1.73s/it, loss=0.5373]
Epoch 1/20:  55%|████████▊       | 440/800 [11:06<10:24,  1.73s/it, loss=0.7429]
Epoch 1/20:  55%|████████▊       | 441/800 [11:06<10:38,  1.78s/it, loss=0.7429]
Epoch 1/20:  55%|████████▊       | 441/800 [11:06<10:38,  1.78s/it, loss=0.7117]
Epoch 1/20:  55%|████████▊       | 442/800 [11:06<08:39,  1.45s/it, loss=0.7117]
Epoch 1/20:  55%|████████▊       | 442/800 [11:09<08:39,  1.45s/it, loss=0.4558]
Epoch 1/20:  55%|████████▊       | 443/800 [11:09<10:28,  1.76s/it, loss=0.4558]
Epoch 1/20:  55%|████████▊       | 443/800 [11:10<10:28,  1.76s/it, loss=0.8681]
Epoch 1/20:  56%|████████▉       | 444/800 [11:10<08:28,  1.43s/it, loss=0.8681]
Epoch 1/20:  56%|████████▉       | 444/800 [11:14<08:28,  1.43s/it, loss=0.7900]
Epoch 1/20:  56%|████████▉       | 445/800 [11:14<14:36,  2.47s/it, loss=0.7900]
Epoch 1/20:  56%|████████▉       | 445/800 [11:15<14:36,  2.47s/it, loss=0.6440]
Epoch 1/20:  56%|████████▉       | 446/800 [11:15<11:34,  1.96s/it, loss=0.6440]
Epoch 1/20:  56%|████████▉       | 446/800 [11:17<11:34,  1.96s/it, loss=0.7193]
Epoch 1/20:  56%|████████▉       | 447/800 [11:17<11:00,  1.87s/it, loss=0.7193]
Epoch 1/20:  56%|████████▉       | 447/800 [11:18<11:00,  1.87s/it, loss=0.7162]
Epoch 1/20:  56%|████████▉       | 448/800 [11:18<09:05,  1.55s/it, loss=0.7162]
Epoch 1/20:  56%|████████▉       | 448/800 [11:20<09:05,  1.55s/it, loss=0.7127]
Epoch 1/20:  56%|████████▉       | 449/800 [11:20<10:32,  1.80s/it, loss=0.7127]
Epoch 1/20:  56%|████████▉       | 449/800 [11:21<10:32,  1.80s/it, loss=0.5559]
Epoch 1/20:  56%|█████████       | 450/800 [11:21<08:41,  1.49s/it, loss=0.5559]
Epoch 1/20:  56%|█████████       | 450/800 [11:24<08:41,  1.49s/it, loss=0.4183]
Epoch 1/20:  56%|█████████       | 451/800 [11:24<11:46,  2.03s/it, loss=0.4183]
Epoch 1/20:  56%|█████████       | 451/800 [11:25<11:46,  2.03s/it, loss=0.7190]
Epoch 1/20:  56%|█████████       | 452/800 [11:25<09:25,  1.63s/it, loss=0.7190]
Epoch 1/20:  56%|█████████       | 452/800 [11:27<09:25,  1.63s/it, loss=1.0152]
Epoch 1/20:  57%|█████████       | 453/800 [11:27<10:22,  1.79s/it, loss=1.0152]
Epoch 1/20:  57%|█████████       | 453/800 [11:28<10:22,  1.79s/it, loss=0.5664]
Epoch 1/20:  57%|█████████       | 454/800 [11:28<08:33,  1.49s/it, loss=0.5664]
Epoch 1/20:  57%|█████████       | 454/800 [11:29<08:33,  1.49s/it, loss=0.7329]
Epoch 1/20:  57%|█████████       | 455/800 [11:29<08:19,  1.45s/it, loss=0.7329]
Epoch 1/20:  57%|█████████       | 455/800 [11:30<08:19,  1.45s/it, loss=0.9652]
Epoch 1/20:  57%|█████████       | 456/800 [11:30<08:04,  1.41s/it, loss=0.9652]
Epoch 1/20:  57%|█████████       | 456/800 [11:32<08:04,  1.41s/it, loss=0.8354]
Epoch 1/20:  57%|█████████▏      | 457/800 [11:32<09:13,  1.61s/it, loss=0.8354]
Epoch 1/20:  57%|█████████▏      | 457/800 [11:33<09:13,  1.61s/it, loss=0.6088]
Epoch 1/20:  57%|█████████▏      | 458/800 [11:33<07:41,  1.35s/it, loss=0.6088]
Epoch 1/20:  57%|█████████▏      | 458/800 [11:36<07:41,  1.35s/it, loss=0.5635]
Epoch 1/20:  57%|█████████▏      | 459/800 [11:36<09:24,  1.65s/it, loss=0.5635]
Epoch 1/20:  57%|█████████▏      | 459/800 [11:36<09:24,  1.65s/it, loss=0.5763]
Epoch 1/20:  57%|█████████▏      | 460/800 [11:36<07:46,  1.37s/it, loss=0.5763]
Epoch 1/20:  57%|█████████▏      | 460/800 [11:39<07:46,  1.37s/it, loss=0.7247]
Epoch 1/20:  58%|█████████▏      | 461/800 [11:39<09:13,  1.63s/it, loss=0.7247]
Epoch 1/20:  58%|█████████▏      | 461/800 [11:39<09:13,  1.63s/it, loss=0.7494]
Epoch 1/20:  58%|█████████▏      | 462/800 [11:39<07:38,  1.36s/it, loss=0.7494]
Epoch 1/20:  58%|█████████▏      | 462/800 [11:41<07:38,  1.36s/it, loss=0.6496]
Epoch 1/20:  58%|█████████▎      | 463/800 [11:41<08:42,  1.55s/it, loss=0.6496]
Epoch 1/20:  58%|█████████▎      | 463/800 [11:42<08:42,  1.55s/it, loss=0.3401]
Epoch 1/20:  58%|█████████▎      | 464/800 [11:42<07:12,  1.29s/it, loss=0.3401]
Epoch 1/20:  58%|█████████▎      | 464/800 [11:44<07:12,  1.29s/it, loss=0.6724]
Epoch 1/20:  58%|█████████▎      | 465/800 [11:44<08:58,  1.61s/it, loss=0.6724]
Epoch 1/20:  58%|█████████▎      | 465/800 [11:45<08:58,  1.61s/it, loss=0.8185]
Epoch 1/20:  58%|█████████▎      | 466/800 [11:45<07:34,  1.36s/it, loss=0.8185]
Epoch 1/20:  58%|█████████▎      | 466/800 [11:47<07:34,  1.36s/it, loss=0.6585]
Epoch 1/20:  58%|█████████▎      | 467/800 [11:47<07:54,  1.42s/it, loss=0.6585]
Epoch 1/20:  58%|█████████▎      | 467/800 [11:47<07:54,  1.42s/it, loss=0.7323]
Epoch 1/20:  58%|█████████▎      | 468/800 [11:47<06:45,  1.22s/it, loss=0.7323]
Epoch 1/20:  58%|█████████▎      | 468/800 [11:50<06:45,  1.22s/it, loss=0.7158]
Epoch 1/20:  59%|█████████▍      | 469/800 [11:50<08:21,  1.51s/it, loss=0.7158]
Epoch 1/20:  59%|█████████▍      | 469/800 [11:50<08:21,  1.51s/it, loss=0.5746]
Epoch 1/20:  59%|█████████▍      | 470/800 [11:50<07:02,  1.28s/it, loss=0.5746]
Epoch 1/20:  59%|█████████▍      | 470/800 [11:52<07:02,  1.28s/it, loss=0.3326]
Epoch 1/20:  59%|█████████▍      | 471/800 [11:52<07:29,  1.37s/it, loss=0.3326]
Epoch 1/20:  59%|█████████▍      | 471/800 [11:53<07:29,  1.37s/it, loss=0.8163]
Epoch 1/20:  59%|█████████▍      | 472/800 [11:53<06:30,  1.19s/it, loss=0.8163]
Epoch 1/20:  59%|█████████▍      | 472/800 [11:53<06:30,  1.19s/it, loss=0.3791]
Epoch 1/20:  59%|█████████▍      | 473/800 [11:53<05:39,  1.04s/it, loss=0.3791]
Epoch 1/20:  59%|█████████▍      | 473/800 [11:55<05:39,  1.04s/it, loss=0.7234]
Epoch 1/20:  59%|█████████▍      | 474/800 [11:55<07:26,  1.37s/it, loss=0.7234]
Epoch 1/20:  59%|█████████▍      | 474/800 [11:56<07:26,  1.37s/it, loss=0.7296]
Epoch 1/20:  59%|█████████▌      | 475/800 [11:56<06:22,  1.18s/it, loss=0.7296]
Epoch 1/20:  59%|█████████▌      | 475/800 [11:57<06:22,  1.18s/it, loss=0.8591]
Epoch 1/20:  60%|█████████▌      | 476/800 [11:57<06:08,  1.14s/it, loss=0.8591]
Epoch 1/20:  60%|█████████▌      | 476/800 [11:59<06:08,  1.14s/it, loss=0.7855]
Epoch 1/20:  60%|█████████▌      | 477/800 [11:59<06:48,  1.26s/it, loss=0.7855]
Epoch 1/20:  60%|█████████▌      | 477/800 [12:00<06:48,  1.26s/it, loss=0.5773]
Epoch 1/20:  60%|█████████▌      | 478/800 [12:00<07:07,  1.33s/it, loss=0.5773]
Epoch 1/20:  60%|█████████▌      | 478/800 [12:02<07:07,  1.33s/it, loss=0.5956]
Epoch 1/20:  60%|█████████▌      | 479/800 [12:02<07:14,  1.35s/it, loss=0.5956]
Epoch 1/20:  60%|█████████▌      | 479/800 [12:02<07:14,  1.35s/it, loss=0.8792]
Epoch 1/20:  60%|█████████▌      | 480/800 [12:02<06:15,  1.17s/it, loss=0.8792]
Epoch 1/20:  60%|█████████▌      | 480/800 [12:05<06:15,  1.17s/it, loss=0.6573]
Epoch 1/20:  60%|█████████▌      | 481/800 [12:05<08:47,  1.65s/it, loss=0.6573]
Epoch 1/20:  60%|█████████▌      | 481/800 [12:06<08:47,  1.65s/it, loss=0.7582]
Epoch 1/20:  60%|█████████▋      | 482/800 [12:06<07:14,  1.37s/it, loss=0.7582]
Epoch 1/20:  60%|█████████▋      | 482/800 [12:08<07:14,  1.37s/it, loss=0.7627]
Epoch 1/20:  60%|█████████▋      | 483/800 [12:08<08:24,  1.59s/it, loss=0.7627]
Epoch 1/20:  60%|█████████▋      | 483/800 [12:09<08:24,  1.59s/it, loss=0.6212]
Epoch 1/20:  60%|█████████▋      | 484/800 [12:09<07:02,  1.34s/it, loss=0.6212]
Epoch 1/20:  60%|█████████▋      | 484/800 [12:10<07:02,  1.34s/it, loss=0.6555]
Epoch 1/20:  61%|█████████▋      | 485/800 [12:10<07:33,  1.44s/it, loss=0.6555]
Epoch 1/20:  61%|█████████▋      | 485/800 [12:11<07:33,  1.44s/it, loss=0.6519]
Epoch 1/20:  61%|█████████▋      | 486/800 [12:11<06:36,  1.26s/it, loss=0.6519]
Epoch 1/20:  61%|█████████▋      | 486/800 [12:13<06:36,  1.26s/it, loss=0.6330]
Epoch 1/20:  61%|█████████▋      | 487/800 [12:13<07:43,  1.48s/it, loss=0.6330]
Epoch 1/20:  61%|█████████▋      | 487/800 [12:14<07:43,  1.48s/it, loss=0.5655]
Epoch 1/20:  61%|█████████▊      | 488/800 [12:14<06:52,  1.32s/it, loss=0.5655]
Epoch 1/20:  61%|█████████▊      | 488/800 [12:16<06:52,  1.32s/it, loss=0.6934]
Epoch 1/20:  61%|█████████▊      | 489/800 [12:16<06:53,  1.33s/it, loss=0.6934]
Epoch 1/20:  61%|█████████▊      | 489/800 [12:17<06:53,  1.33s/it, loss=0.6511]
Epoch 1/20:  61%|█████████▊      | 490/800 [12:17<07:21,  1.43s/it, loss=0.6511]
Epoch 1/20:  61%|█████████▊      | 490/800 [12:19<07:21,  1.43s/it, loss=0.6065]
Epoch 1/20:  61%|█████████▊      | 491/800 [12:19<07:20,  1.43s/it, loss=0.6065]
Epoch 1/20:  61%|█████████▊      | 491/800 [12:21<07:20,  1.43s/it, loss=0.6557]
Epoch 1/20:  62%|█████████▊      | 492/800 [12:21<09:01,  1.76s/it, loss=0.6557]
Epoch 1/20:  62%|█████████▊      | 492/800 [12:22<09:01,  1.76s/it, loss=0.4818]
Epoch 1/20:  62%|█████████▊      | 493/800 [12:22<07:33,  1.48s/it, loss=0.4818]
Epoch 1/20:  62%|█████████▊      | 493/800 [12:24<07:33,  1.48s/it, loss=0.8107]
Epoch 1/20:  62%|█████████▉      | 494/800 [12:24<08:00,  1.57s/it, loss=0.8107]
Epoch 1/20:  62%|█████████▉      | 494/800 [12:25<08:00,  1.57s/it, loss=0.7263]
Epoch 1/20:  62%|█████████▉      | 495/800 [12:25<06:37,  1.30s/it, loss=0.7263]
Epoch 1/20:  62%|█████████▉      | 495/800 [12:27<06:37,  1.30s/it, loss=0.5223]
Epoch 1/20:  62%|█████████▉      | 496/800 [12:27<08:58,  1.77s/it, loss=0.5223]
Epoch 1/20:  62%|█████████▉      | 496/800 [12:28<08:58,  1.77s/it, loss=0.7739]
Epoch 1/20:  62%|█████████▉      | 497/800 [12:28<07:22,  1.46s/it, loss=0.7739]
Epoch 1/20:  62%|█████████▉      | 497/800 [12:30<07:22,  1.46s/it, loss=0.6542]
Epoch 1/20:  62%|█████████▉      | 498/800 [12:30<08:30,  1.69s/it, loss=0.6542]
Epoch 1/20:  62%|█████████▉      | 498/800 [12:31<08:30,  1.69s/it, loss=0.6712]
Epoch 1/20:  62%|█████████▉      | 499/800 [12:31<07:02,  1.41s/it, loss=0.6712]
Epoch 1/20:  62%|█████████▉      | 499/800 [12:33<07:02,  1.41s/it, loss=0.5106]
Epoch 1/20:  62%|██████████      | 500/800 [12:33<07:53,  1.58s/it, loss=0.5106]
Epoch 1/20:  62%|██████████      | 500/800 [12:34<07:53,  1.58s/it, loss=0.8410]
Epoch 1/20:  63%|██████████      | 501/800 [12:34<06:34,  1.32s/it, loss=0.8410]
Epoch 1/20:  63%|██████████      | 501/800 [12:35<06:34,  1.32s/it, loss=0.6862]
Epoch 1/20:  63%|██████████      | 502/800 [12:35<06:47,  1.37s/it, loss=0.6862]
Epoch 1/20:  63%|██████████      | 502/800 [12:36<06:47,  1.37s/it, loss=0.5407]
Epoch 1/20:  63%|██████████      | 503/800 [12:36<06:02,  1.22s/it, loss=0.5407]
Epoch 1/20:  63%|██████████      | 503/800 [12:38<06:02,  1.22s/it, loss=0.6789]
Epoch 1/20:  63%|██████████      | 504/800 [12:38<07:25,  1.50s/it, loss=0.6789]
Epoch 1/20:  63%|██████████      | 504/800 [12:39<07:25,  1.50s/it, loss=0.8740]
Epoch 1/20:  63%|██████████      | 505/800 [12:39<06:16,  1.28s/it, loss=0.8740]
Epoch 1/20:  63%|██████████      | 505/800 [12:41<06:16,  1.28s/it, loss=0.7014]
Epoch 1/20:  63%|██████████      | 506/800 [12:41<06:40,  1.36s/it, loss=0.7014]
Epoch 1/20:  63%|██████████      | 506/800 [12:41<06:40,  1.36s/it, loss=0.6995]
Epoch 1/20:  63%|██████████▏     | 507/800 [12:41<05:49,  1.19s/it, loss=0.6995]
Epoch 1/20:  63%|██████████▏     | 507/800 [12:43<05:49,  1.19s/it, loss=0.5881]
Epoch 1/20:  64%|██████████▏     | 508/800 [12:43<06:55,  1.42s/it, loss=0.5881]
Epoch 1/20:  64%|██████████▏     | 508/800 [12:44<06:55,  1.42s/it, loss=0.6420]
Epoch 1/20:  64%|██████████▏     | 509/800 [12:44<05:53,  1.21s/it, loss=0.6420]
Epoch 1/20:  64%|██████████▏     | 509/800 [12:46<05:53,  1.21s/it, loss=0.5937]
Epoch 1/20:  64%|██████████▏     | 510/800 [12:46<06:22,  1.32s/it, loss=0.5937]
Epoch 1/20:  64%|██████████▏     | 510/800 [12:47<06:22,  1.32s/it, loss=0.7534]
Epoch 1/20:  64%|██████████▏     | 511/800 [12:47<06:30,  1.35s/it, loss=0.7534]
Epoch 1/20:  64%|██████████▏     | 511/800 [12:48<06:30,  1.35s/it, loss=0.7634]
Epoch 1/20:  64%|██████████▏     | 512/800 [12:48<06:13,  1.30s/it, loss=0.7634]
Epoch 1/20:  64%|██████████▏     | 512/800 [12:50<06:13,  1.30s/it, loss=0.8485]
Epoch 1/20:  64%|██████████▎     | 513/800 [12:50<06:34,  1.37s/it, loss=0.8485]
Epoch 1/20:  64%|██████████▎     | 513/800 [12:51<06:34,  1.37s/it, loss=0.6877]
Epoch 1/20:  64%|██████████▎     | 514/800 [12:51<05:40,  1.19s/it, loss=0.6877]
Epoch 1/20:  64%|██████████▎     | 514/800 [12:53<05:40,  1.19s/it, loss=0.6534]
Epoch 1/20:  64%|██████████▎     | 515/800 [12:53<07:19,  1.54s/it, loss=0.6534]
Epoch 1/20:  64%|██████████▎     | 515/800 [12:54<07:19,  1.54s/it, loss=0.4964]
Epoch 1/20:  64%|██████████▎     | 516/800 [12:54<06:10,  1.31s/it, loss=0.4964]
